n_steps,profile,n_seeds,Validity_mean,Validity_std,Uniqueness_mean,Uniqueness_std,UniquenessTotal_mean,UniquenessTotal_std,Quality_mean,Quality_std,Diversity_mean,Diversity_std,MeanQEDUniqueValid_mean,MeanQEDUniqueValid_std,MeanSAUniqueValid_mean,MeanSAUniqueValid_std,quality_diversity_product,pareto_nondominated
1000,elastic_loflex,3,1.0,0.0,0.9289999999999999,0.0010000000000000009,0.9289999999999999,0.0010000000000000009,0.8243333333333333,0.004163331998932284,0.8131762009551595,0.001823086939453809,0.7588830276986913,0.003439041844336897,1.9606879593058728,0.010939674699652523,0.6703282483207031,True
