n_tasks,n_seeds,n_cases,validity_mean,validity_std,uniqueness_mean,uniqueness_std,quality_mean,quality_std,diversity_mean,diversity_std,distance_mean,distance_std,mean_qed_mean,mean_qed_std,mean_sa_mean,mean_sa_std
5,3,150,0.9382666666666667,0.06821443779589129,0.7595501050559947,0.12041484831437993,0.3285333333333333,0.08168744147810052,0.5056763340803017,0.060544166586341375,0.588473310468402,0.08936957353137549,0.5996790425335728,0.046664397097284684,3.395430124677512,0.16696508748568128
